nm_mes;nm_dia;nm_marca;nm_tipo_trecho;nm_sexo;nm_status_marital;nr_idade;fl_culpa_terceiros;nm_categoria_veiculo;nm_preco_veiculo;fl_fraude;nr_apolice;nm_cat_motorista;nr_outros_sinistros;nr_idade_veiculo;fl_testemunhas;nr_carros_envolvidos;nr_ano;nm_tipo_apolice
Agosto;Domingo;VW;Rural;Homem;Casado;42;0;Sedan;< 30K;0;15091;Padrão;1;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Janeiro;Quinta;VW;Urbano;Homem;Casado;43;0;Sedan;< 30K;0;13750;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Novembro;Sábado;VW;Urbano;Mulher;Casado;44;0;Sedan;< 30K;0;2563;Padrão;nenhum;11 até 15 anos;0;2 carros;2021;Segurado + Terceiro
Dezembro;Domingo;VW;Urbano;Homem;Casado;44;0;Sedan;< 30K;0;6199;Padrão;1;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Segunda;VW;Urbano;Homem;Casado;51;0;Sedan;< 30K;0;526;Padrão;nenhum;> 15 anos;0;2 carros;2021;Apenas Casco
Setembro;Domingo;VW;Urbano;Mulher;Casado;53;0;Esportivo;< 30K;0;7186;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Janeiro;Sexta;VW;Rural;Mulher;Casado;55;0;Sedan;< 30K;0;14423;Padrão;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Maio;Segunda;VW;Urbano;Mulher;Casado;55;0;Sedan;< 30K;0;7810;Padrão;nenhum;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Agosto;Quarta;VW;Urbano;Homem;Casado;55;0;Sedan;< 30K;0;15288;Padrão;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Julho;Quarta;VW;Urbano;Homem;Casado;56;0;Esportivo;< 30K;0;6670;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Quinta;VW;Urbano;Mulher;Casado;59;0;Sedan;< 30K;0;2067;Padrão;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Agosto;Quarta;VW;Urbano;Homem;Casado;63;1;Esportivo;< 30K;0;13317;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Novembro;Quarta;VW;Urbano;Homem;Casado;66;0;Esportivo;< 30K;0;14182;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Junho;Sábado;VW;Urbano;Homem;Casado;57;0;Sedan;< 30K;0;12248;Padrão;mais do que 4;> 15 anos;0;1 carro;2023;Apenas Casco
Outubro;Quinta;VW;Urbano;Homem;Solteiro;59;0;Esportivo;< 30K;0;1704;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Setembro;Sábado;VW;Urbano;Homem;Solteiro;59;1;Sedan;< 30K;0;10225;Padrão;1;> 15 anos;0;1 carro;2022;Apenas Casco
Junho;Domingo;VW;Urbano;Homem;Casado;60;0;Sedan;< 30K;0;6786;Padrão;mais do que 4;> 15 anos;0;1 carro;2022;Apenas Casco
Julho;Quarta;VW;Urbano;Homem;Solteiro;21;1;Sedan;< 30K;0;5757;Padrão;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Setembro;Domingo;VW;Urbano;Homem;Solteiro;23;0;Sedan;< 30K;1;14391;Padrão;1;3 até 5 anos;0;1 carro;2023;Segurado + Terceiro
Abril;Sexta;VW;Urbano;Mulher;Solteiro;27;0;Sedan;< 30K;0;6325;Padrão;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Abril;Segunda;VW;Urbano;Mulher;Solteiro;30;1;Sedan;< 30K;0;6232;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Segunda;VW;Urbano;Homem;Solteiro;30;1;Sedan;< 30K;0;15057;Padrão;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Janeiro;Sábado;VW;Urbano;Homem;Casado;36;1;Sedan;< 30K;0;1800;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sexta;VW;Urbano;Mulher;Casado;37;0;Esportivo;< 30K;0;10297;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Junho;Quinta;VW;Urbano;Homem;Casado;42;0;Sedan;< 30K;0;13705;Padrão;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Novembro;Segunda;VW;Urbano;Homem;Casado;63;0;Sedan;30K até 49K;0;7622;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Domingo;VW;Urbano;Homem;Casado;63;0;Esportivo;30K até 49K;0;23;Padrão;1;> 15 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Quarta;VW;Urbano;Homem;Casado;64;0;Sedan;30K até 49K;0;2745;Padrão;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Terça;VW;Urbano;Homem;Casado;64;0;Sedan;30K até 49K;0;12670;Padrão;nenhum;> 15 anos;0;3 até 4 carros;2023;Apenas Casco
Abril;Sábado;VW;Urbano;Homem;Casado;64;0;Esportivo;30K até 49K;0;2399;Padrão;mais do que 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Terça;VW;Urbano;Homem;Casado;64;0;Esportivo;30K até 49K;0;14950;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Outubro;Segunda;VW;Urbano;Homem;Casado;65;0;Sedan;30K até 49K;0;3757;Padrão;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Dezembro;Sexta;VW;Urbano;Homem;Casado;65;0;Sedan;30K até 49K;0;8299;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Novembro;Sexta;VW;Urbano;Mulher;Casado;65;0;Sedan;30K até 49K;1;15410;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Novembro;Domingo;VW;Urbano;Homem;Casado;65;0;Esportivo;30K até 49K;0;13093;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Novembro;Segunda;VW;Urbano;Homem;Solteiro;68;0;Sedan;30K até 49K;1;119;Padrão;de 2 até 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Sábado;VW;Urbano;Homem;Casado;70;0;Esportivo;30K até 49K;0;12680;Padrão;1;> 15 anos;0;1 carro;2023;Apenas Terceiro
Abril;Sábado;VW;Urbano;Homem;Casado;72;1;Sedan;30K até 49K;0;11556;Padrão;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Sexta;VW;Urbano;Homem;Casado;77;0;Sedan;30K até 49K;0;2098;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Segurado + Terceiro
Maio;Domingo;VW;Urbano;Homem;Casado;77;0;Sedan;30K até 49K;0;11678;Padrão;nenhum;> 15 anos;0;1 carro;2023;Apenas Casco
Agosto;Sexta;VW;Urbano;Homem;Casado;78;0;Esportivo;30K até 49K;0;14715;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Agosto;Sábado;VW;Urbano;Homem;Casado;79;0;Esportivo;30K até 49K;0;13124;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Abril;Sexta;VW;Rural;Homem;Casado;80;0;Sedan;30K até 49K;0;6090;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Março;Quinta;VW;Urbano;Homem;Solteiro;42;0;Esportivo;50K até 69K;0;4157;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Sexta;VW;Urbano;Homem;Casado;42;0;Esportivo;50K até 69K;0;10213;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Março;Quarta;VW;Urbano;Homem;Casado;42;0;Esportivo;50K até 69K;0;8904;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Terça;VW;Urbano;Mulher;Solteiro;42;0;Esportivo;50K até 69K;0;10915;Padrão;1;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Segunda;VW;Rural;Homem;Casado;43;1;Sedan;50K até 69K;0;12672;Padrão;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Maio;Segunda;VW;Urbano;Mulher;Casado;43;0;Sedan;50K até 69K;0;8292;Padrão;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Novembro;Quarta;VW;Urbano;Homem;Casado;43;0;Sedan;50K até 69K;0;14619;Padrão;nenhum;> 15 anos;0;1 carro;2023;Apenas Casco
Novembro;Terça;VW;Urbano;Mulher;Casado;43;1;Sedan;50K até 69K;0;12181;Padrão;nenhum;11 até 15 anos;0;2 carros;2023;Segurado + Terceiro
Fevereiro;Segunda;VW;Urbano;Homem;Casado;43;1;Sedan;50K até 69K;0;1101;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Maio;Domingo;VW;Urbano;Homem;Casado;43;1;Sedan;50K até 69K;0;917;Padrão;1;> 15 anos;0;1 carro;2021;Apenas Casco
Novembro;Terça;VW;Rural;Homem;Casado;44;0;Esportivo;50K até 69K;0;8101;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Março;Sexta;VW;Urbano;Homem;Casado;44;0;Sedan;50K até 69K;0;4520;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Janeiro;Domingo;VW;Urbano;Homem;Casado;44;0;Sedan;50K até 69K;0;10396;Padrão;de 2 até 4;11 até 15 anos;0;2 carros;2022;Apenas Casco
Março;Terça;VW;Urbano;Homem;Casado;44;0;Esportivo;50K até 69K;0;8812;Padrão;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Quarta;VW;Urbano;Homem;Casado;44;0;Esportivo;50K até 69K;0;11689;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Outubro;Quinta;VW;Urbano;Homem;Solteiro;45;0;Esportivo;50K até 69K;0;4441;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Setembro;Quinta;VW;Urbano;Homem;Casado;45;0;Esportivo;50K até 69K;0;11553;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Maio;Terça;VW;Urbano;Homem;Casado;45;1;Sedan;50K até 69K;0;3812;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Terça;VW;Urbano;Homem;Solteiro;45;1;Sedan;50K até 69K;0;3901;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Março;Quinta;VW;Urbano;Mulher;Divorciado;45;1;Sedan;50K até 69K;0;11015;Padrão;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Abril;Terça;VW;Urbano;Homem;Casado;46;0;Sedan;50K até 69K;0;9453;Padrão;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Sexta;VW;Urbano;Homem;Casado;46;0;Sedan;50K até 69K;0;10553;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Sábado;VW;Urbano;Homem;Casado;46;1;Sedan;50K até 69K;0;12230;Padrão;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Maio;Sexta;VW;Urbano;Mulher;Casado;48;0;Esportivo;50K até 69K;0;7600;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Outubro;Segunda;VW;Urbano;Homem;Casado;48;0;Esportivo;50K até 69K;0;11650;Padrão;mais do que 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Agosto;Sábado;VW;Urbano;Homem;Casado;49;1;Sedan;50K até 69K;0;3482;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Segurado + Terceiro
Março;Quinta;VW;Rural;Homem;Casado;50;1;Sedan;50K até 69K;0;11159;Padrão;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Sexta;VW;Rural;Homem;Casado;50;1;Sedan;50K até 69K;0;4642;Padrão;de 2 até 4;> 15 anos;0;2 carros;2021;Apenas Casco
Outubro;Sábado;VW;Rural;Homem;Casado;50;1;Sedan;50K até 69K;0;6825;Padrão;1;> 15 anos;0;1 carro;2022;Apenas Casco
Dezembro;Domingo;VW;Urbano;Homem;Casado;50;0;Sedan;50K até 69K;1;8521;Padrão;mais do que 4;> 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Quinta;VW;Urbano;Mulher;Casado;50;0;Esportivo;50K até 69K;0;4433;Padrão;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Abril;Terça;VW;Urbano;Homem;Casado;50;0;Esportivo;50K até 69K;0;10716;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Quarta;VW;Urbano;Homem;Casado;50;0;Esportivo;50K até 69K;0;14048;Padrão;mais do que 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Março;Sexta;VW;Urbano;Homem;Casado;51;0;Sedan;50K até 69K;0;11044;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Julho;Segunda;VW;Urbano;Homem;Casado;51;0;Esportivo;50K até 69K;0;7346;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Terça;VW;Urbano;Homem;Casado;51;1;Sedan;50K até 69K;0;3742;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Segurado + Terceiro
Agosto;Sexta;VW;Urbano;Homem;Casado;51;1;Sedan;50K até 69K;0;11148;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Segunda;VW;Rural;Homem;Casado;52;0;Sedan;50K até 69K;0;14405;Padrão;mais do que 4;> 15 anos;0;1 carro;2023;Apenas Casco
Julho;Quarta;VW;Urbano;Homem;Casado;53;0;Sedan;50K até 69K;0;9222;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Maio;Terça;VW;Urbano;Homem;Casado;53;0;Sedan;50K até 69K;0;7222;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Setembro;Quarta;VW;Urbano;Homem;Casado;53;0;Esportivo;50K até 69K;0;7583;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Quarta;VW;Urbano;Homem;Casado;54;0;Esportivo;50K até 69K;0;4778;Padrão;mais do que 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Setembro;Sexta;VW;Urbano;Homem;Casado;54;0;Esportivo;50K até 69K;0;11180;Padrão;1;> 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Sexta;VW;Urbano;Homem;Casado;54;1;Sedan;50K até 69K;0;9786;Padrão;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Maio;Segunda;VW;Urbano;Mulher;Casado;55;0;Sedan;50K até 69K;0;4939;Padrão;mais do que 4;> 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Terça;VW;Urbano;Homem;Casado;55;0;Esportivo;50K até 69K;0;1736;Padrão;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Domingo;VW;Urbano;Homem;Casado;56;0;Esportivo;50K até 69K;0;9242;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Segunda;VW;Urbano;Homem;Casado;59;0;Sedan;50K até 69K;0;10133;Padrão;1;> 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Quinta;VW;Urbano;Homem;Casado;59;1;Sedan;50K até 69K;0;14909;Padrão;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Sábado;VW;Urbano;Homem;Casado;60;0;Esportivo;50K até 69K;0;2519;Padrão;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Quinta;VW;Urbano;Homem;Casado;61;0;Sedan;50K até 69K;0;13726;Padrão;1;> 15 anos;0;1 carro;2023;Apenas Casco
Dezembro;Terça;VW;Urbano;Homem;Casado;64;0;Esportivo;50K até 69K;0;873;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Quarta;VW;Urbano;Homem;Casado;64;1;Sedan;50K até 69K;0;6381;Padrão;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Abril;Segunda;VW;Rural;Homem;Casado;65;0;Sedan;50K até 69K;0;13017;Padrão;nenhum;> 15 anos;0;1 carro;2023;Apenas Casco
Dezembro;Sábado;VW;Urbano;Homem;Casado;65;0;Sedan;50K até 69K;0;13106;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Agosto;Quinta;VW;Urbano;Homem;Casado;65;0;Esportivo;50K até 69K;0;68;Padrão;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Quarta;VW;Urbano;Homem;Casado;65;1;Sedan;50K até 69K;0;6741;Padrão;de 2 até 4;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Segunda;VW;Rural;Homem;Casado;69;1;Sedan;50K até 69K;0;10226;Padrão;nenhum;> 15 anos;0;1 carro;2022;Segurado + Terceiro
Novembro;Segunda;VW;Urbano;Homem;Casado;72;0;Esportivo;50K até 69K;0;11662;Padrão;de 2 até 4;> 15 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Sábado;VW;Urbano;Homem;Casado;73;0;Esportivo;50K até 69K;0;13746;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Setembro;Segunda;VW;Urbano;Homem;Casado;79;0;Sedan;50K até 69K;0;8388;Padrão;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Terça;VW;Urbano;Homem;Solteiro;24;1;Sedan;50K até 69K;0;6007;Padrão;de 2 até 4;3 até 5 anos;0;2 carros;2021;Apenas Casco
Agosto;Domingo;VW;Urbano;Mulher;Solteiro;25;0;Sedan;50K até 69K;0;14499;Padrão;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Casco
Agosto;Terça;VW;Urbano;Homem;Solteiro;25;1;Sedan;50K até 69K;0;4743;Padrão;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Março;Terça;VW;Urbano;Homem;Casado;26;0;Esportivo;50K até 69K;0;2192;Padrão;1;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Quinta;VW;Urbano;Homem;Casado;26;0;Esportivo;50K até 69K;0;5351;Padrão;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Segunda;VW;Urbano;Homem;Solteiro;26;0;Esportivo;50K até 69K;0;4651;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Quarta;VW;Urbano;Homem;Solteiro;26;0;Esportivo;50K até 69K;0;7221;Padrão;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Abril;Sábado;VW;Urbano;Homem;Solteiro;27;0;Sedan;50K até 69K;0;3891;Padrão;de 2 até 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Sexta;VW;Urbano;Homem;Solteiro;27;0;Sedan;50K até 69K;0;6255;Padrão;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Abril;Quinta;VW;Urbano;Homem;Solteiro;27;0;Sedan;50K até 69K;0;8819;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Julho;Domingo;VW;Urbano;Mulher;Solteiro;27;0;Esportivo;50K até 69K;0;5202;Padrão;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Julho;Terça;VW;Urbano;Homem;Solteiro;27;0;Esportivo;50K até 69K;0;6730;Padrão;1;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Junho;Sexta;VW;Urbano;Homem;Solteiro;27;0;Esportivo;50K até 69K;0;10707;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Quinta;VW;Urbano;Homem;Solteiro;27;0;Esportivo;50K até 69K;0;9328;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Maio;Terça;VW;Urbano;Homem;Casado;27;0;Esportivo;50K até 69K;0;9836;Padrão;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Sábado;VW;Urbano;Homem;Casado;27;0;Esportivo;50K até 69K;0;12767;Padrão;1;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Quarta;VW;Rural;Homem;Casado;28;0;Esportivo;50K até 69K;0;13545;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Julho;Sexta;VW;Urbano;Homem;Casado;28;0;Sedan;50K até 69K;0;3209;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Agosto;Quarta;VW;Urbano;Homem;Casado;28;0;Sedan;50K até 69K;0;2601;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Julho;Segunda;VW;Urbano;Mulher;Casado;28;0;Sedan;50K até 69K;0;2928;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Novembro;Sexta;VW;Urbano;Homem;Solteiro;28;0;Sedan;50K até 69K;1;8098;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Agosto;Quinta;VW;Urbano;Homem;Solteiro;28;0;Sedan;50K até 69K;0;6435;Padrão;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Sexta;VW;Urbano;Homem;Solteiro;28;0;Sedan;50K até 69K;0;11952;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Junho;Domingo;VW;Urbano;Homem;Casado;28;0;Esportivo;50K até 69K;0;2450;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Julho;Quinta;VW;Urbano;Homem;Solteiro;28;0;Esportivo;50K até 69K;0;1443;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Sábado;VW;Urbano;Homem;Solteiro;28;0;Esportivo;50K até 69K;0;8668;Padrão;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Quarta;VW;Urbano;Homem;Solteiro;28;0;Esportivo;50K até 69K;0;13693;Padrão;mais do que 4;6 até 10 anos;0;2 carros;2023;Apenas Terceiro
Agosto;Segunda;VW;Urbano;Homem;Casado;28;1;Sedan;50K até 69K;0;5722;Padrão;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Outubro;Quarta;VW;Rural;Homem;Solteiro;29;0;Sedan;50K até 69K;0;9628;Padrão;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Setembro;Segunda;VW;Urbano;Homem;Casado;29;0;Sedan;50K até 69K;0;4197;Padrão;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Dezembro;Domingo;VW;Urbano;Mulher;Casado;29;0;Sedan;50K até 69K;0;7819;Padrão;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Março;Sábado;VW;Urbano;Homem;Casado;29;0;Sedan;50K até 69K;0;10997;Padrão;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Terça;VW;Urbano;Homem;Casado;29;0;Sedan;50K até 69K;0;13562;Padrão;nenhum;11 até 15 anos;0;5 até 8 carros;2023;Apenas Casco
Julho;Sexta;VW;Urbano;Homem;Casado;29;0;Esportivo;50K até 69K;0;5261;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Sexta;VW;Urbano;Mulher;Solteiro;29;0;Esportivo;50K até 69K;0;6385;Padrão;de 2 até 4;6 até 10 anos;0;2 carros;2022;Apenas Terceiro
Novembro;Terça;VW;Urbano;Mulher;Solteiro;29;0;Esportivo;50K até 69K;0;12754;Padrão;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Terça;VW;Rural;Homem;Casado;30;1;Sedan;50K até 69K;0;3674;Padrão;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Dezembro;Sexta;VW;Urbano;Homem;Casado;30;0;Sedan;50K até 69K;0;6104;Padrão;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Abril;Domingo;VW;Urbano;Homem;Casado;30;0;Sedan;50K até 69K;0;10792;Padrão;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Novembro;Domingo;VW;Urbano;Homem;Casado;30;0;Esportivo;50K até 69K;0;3485;Padrão;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Quarta;VW;Urbano;Mulher;Solteiro;31;0;Sedan;50K até 69K;0;13679;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Setembro;Sexta;VW;Urbano;Homem;Casado;31;0;Esportivo;50K até 69K;0;2777;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Segunda;VW;Urbano;Homem;Casado;31;0;Esportivo;50K até 69K;0;4472;Padrão;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Sexta;VW;Urbano;Mulher;Solteiro;31;0;Esportivo;50K até 69K;0;6888;Padrão;1;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Sexta;VW;Urbano;Mulher;Casado;31;0;Esportivo;50K até 69K;0;14221;Padrão;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Agosto;Sábado;VW;Rural;Mulher;Casado;32;0;Sedan;50K até 69K;0;2281;Padrão;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Domingo;VW;Rural;Homem;Solteiro;32;0;Esportivo;50K até 69K;0;10485;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Abril;Domingo;VW;Urbano;Homem;Solteiro;32;0;Sedan;50K até 69K;0;4250;Padrão;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Junho;Segunda;VW;Urbano;Homem;Casado;32;0;Sedan;50K até 69K;0;8995;Padrão;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Dezembro;Sábado;VW;Urbano;Mulher;Solteiro;32;0;Sedan;50K até 69K;0;13092;Padrão;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Maio;Segunda;VW;Urbano;Mulher;Solteiro;32;0;Esportivo;50K até 69K;0;1808;Padrão;1;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Terça;VW;Urbano;Mulher;Casado;32;0;Esportivo;50K até 69K;0;7737;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Março;Segunda;VW;Urbano;Mulher;Casado;32;0;Esportivo;50K até 69K;0;7664;Padrão;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Segunda;VW;Urbano;Homem;Solteiro;32;0;Esportivo;50K até 69K;0;11455;Padrão;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Sábado;VW;Urbano;Mulher;Solteiro;32;1;Sedan;50K até 69K;0;1404;Padrão;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Setembro;Sábado;VW;Urbano;Homem;Solteiro;32;1;Sedan;50K até 69K;0;7254;Padrão;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
